player,pos,team,season,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,ttl,avg
Dontrell Hilliard,RB,CLE,2019,2,NA,0,3,0,3,NA,4,2,0,0,0,0,0,0,1,NA,15,1.1
D'Ernest Johnson,RB,CLE,2019,2,4,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,7,0.4
Demetrius Harris,TE,CLE,2019,1,1,2,0,2,0,NA,3,4,2,0,2,4,NA,2,3,1,27,1.8
Rashard Higgins,WR,CLE,2019,3,NA,NA,NA,NA,NA,NA,2,1,1,0,1,3,0,0,0,NA,11,1.1
Odell Beckham Jr.,WR,CLE,2019,11,10,9,7,6,11,NA,7,6,12,10,8,6,5,13,6,6,133,8.3
Damion Ratley,WR,CLE,2019,2,3,5,3,2,NA,NA,NA,NA,0,0,0,0,1,2,3,3,24,1.8
David Njoku,TE,CLE,2019,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,0,10,2.5
Pharaoh Brown,TE,CLE,2019,0,1,0,1,0,1,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,3,0.3
Dion Lewis,RB,TEN,2019,4,1,1,5,4,3,1,1,5,0,NA,2,1,1,1,2,0,32,2
Jonnu Smith,TE,TEN,2019,1,0,3,1,2,1,3,7,5,6,NA,0,2,4,5,4,0,44,2.8
Derrick Henry,RB,TEN,2019,2,3,2,1,0,3,1,1,3,2,NA,1,3,1,1,NA,0,24,1.6
A.J. Brown,WR,TEN,2019,4,5,5,3,2,4,8,3,7,4,NA,5,4,7,13,2,8,84,5.3
MyCole Pruitt,TE,TEN,2019,1,0,0,0,0,0,0,1,0,0,NA,1,0,1,0,2,2,8,0.5
Tajae Sharpe,WR,TEN,2019,2,2,3,0,1,2,3,3,4,1,NA,0,NA,4,2,6,2,35,2.3
Adam Humphries,WR,TEN,2019,1,2,9,3,6,6,4,6,4,1,NA,3,2,NA,NA,NA,NA,47,3.9
Corey Davis,WR,TEN,2019,3,5,4,6,4,5,7,6,5,NA,NA,3,2,4,6,4,5,69,4.6
Christian McCaffrey,RB,CAR,2019,11,6,4,10,8,5,NA,5,3,7,15,9,12,12,10,15,10,142,8.9
Alex Armah Jr.,RB,CAR,2019,0,0,1,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,2,0.1
Ian Thomas,TE,CAR,2019,1,0,0,0,0,0,NA,1,0,0,1,2,4,10,3,3,5,30,1.9
Greg Olsen,TE,CAR,2019,9,9,7,4,2,7,NA,2,6,10,5,7,3,NA,NA,5,6,82,5.9
DJ Moore,WR,CAR,2019,10,14,2,5,8,10,NA,9,10,11,15,9,12,6,12,2,NA,135,9
Curtis Samuel,WR,CAR,2019,4,13,7,7,6,6,NA,11,6,8,6,4,7,4,7,5,4,105,6.6
Chris Hogan,WR,CAR,2019,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,15,2.1
Ray-Ray McCloud III,WR,CAR,2019,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Chris Manhertz,TE,CAR,2019,0,0,0,0,NA,0,NA,0,0,0,0,0,0,1,0,0,0,1,0.1
Reggie Bonnafon,RB,CAR,2019,0,0,0,0,1,0,NA,3,1,0,3,0,0,0,0,0,2,10,0.6
Darrell Henderson Jr.,RB,LAR,2019,0,NA,NA,0,0,2,1,3,NA,0,0,0,0,0,0,0,NA,6,0.5
Robert Woods,WR,LAR,2019,13,2,8,15,9,4,7,2,NA,11,NA,9,18,9,9,11,12,139,9.3
Todd Gurley II,RB,LAR,2019,1,4,1,11,5,NA,1,1,NA,4,3,3,1,4,6,2,2,49,3.3
Malcolm Brown,RB,LAR,2019,0,1,1,1,0,0,NA,NA,NA,0,0,0,1,0,0,1,1,6,0.4
Cooper Kupp,WR,LAR,2019,10,9,12,15,17,6,8,10,NA,4,3,10,6,4,6,4,10,134,8.4
Tyler Higbee,TE,LAR,2019,5,3,NA,7,3,3,1,1,NA,4,0,6,8,11,14,11,12,89,5.9
Brandin Cooks,WR,LAR,2019,6,4,12,9,3,3,7,1,NA,NA,NA,4,2,2,8,6,5,72,5.1
Josh Reynolds,WR,LAR,2019,2,1,2,2,1,1,1,8,NA,5,6,2,4,0,4,3,1,43,2.7
Gerald Everett,TE,LAR,2019,1,4,2,8,11,5,10,3,NA,12,1,2,NA,NA,NA,1,0,60,4.6
JoJo Natson,WR,LAR,2019,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,0,0
Le'Veon Bell,RB,NYJ,2019,9,10,4,NA,9,1,4,5,9,4,2,5,5,NA,2,4,5,78,5.2
Jamison Crowder,WR,NYJ,2019,17,6,5,NA,3,9,5,5,9,6,8,4,9,7,11,8,10,122,7.6
Ty Montgomery,RB,NYJ,2019,0,3,1,NA,0,3,1,0,0,0,1,2,1,3,1,1,0,17,1.1
Robbie Anderson,WR,NYJ,2019,7,6,5,NA,3,8,8,6,4,3,3,5,10,11,6,4,7,96,6
Ryan Griffin,TE,NYJ,2019,4,1,1,NA,1,3,2,4,8,1,5,3,7,1,NA,NA,NA,41,3.2
Braxton Berrios,WR,NYJ,2019,0,0,6,NA,0,0,1,0,0,0,0,1,2,1,0,0,2,13,0.8
Devin Singletary,RB,BUF,2019,6,0,NA,NA,NA,NA,0,6,4,6,1,2,4,8,3,1,NA,41,3.4
Frank Gore,RB,BUF,2019,0,2,2,1,2,NA,1,0,0,1,2,0,1,0,0,0,4,16,1
Tommy Sweeney,TE,BUF,2019,2,1,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,13,2.2
Cole Beasley,WR,BUF,2019,9,4,10,13,4,NA,6,7,2,6,4,9,7,7,6,12,NA,106,7.1
John Brown,WR,BUF,2019,10,8,5,11,5,NA,6,8,7,11,14,4,4,8,10,4,NA,115,7.7
Zay Jones,WR,OAK,2019,4,3,3,8,0,NA,NA,2,4,3,3,2,3,3,2,3,2,45,3
Patrick DiMarco,RB,BUF,2019,2,1,0,0,0,NA,1,1,0,1,0,0,0,0,1,0,0,7,0.4
Dawson Knox,TE,BUF,2019,2,4,4,3,5,NA,5,1,2,6,3,2,4,4,1,4,NA,50,3.3
Lee Smith,TE,BUF,2019,0,1,1,0,1,NA,1,1,0,0,0,0,0,0,0,0,0,5,0.3
Rashaad Penny,RB,SEA,2019,0,1,NA,NA,2,NA,0,0,1,0,NA,1,5,1,NA,NA,NA,11,1.1
Chris Carson,RB,SEA,2019,7,3,1,4,2,4,5,1,3,4,NA,4,2,4,2,1,NA,47,3.1
DK Metcalf,WR,SEA,2019,6,7,6,4,3,5,9,5,9,10,NA,6,7,6,4,1,12,100,6.3
Tyler Lockett,WR,SEA,2019,2,12,14,4,4,5,7,6,18,4,NA,2,3,6,9,7,7,110,6.9
Will Dissly,TE,SEA,2019,2,5,7,8,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,4.5
Nick Vannett,TE,PIT,2019,2,1,2,2,1,1,NA,2,1,1,1,0,1,0,6,1,0,22,1.4
Tyler Boyd,WR,CIN,2019,12,10,11,6,14,7,14,9,NA,8,3,9,10,6,7,15,7,148,9.3
Giovani Bernard,RB,CIN,2019,3,3,2,6,3,3,3,2,NA,1,3,3,2,3,2,3,1,43,2.7
Joe Mixon,RB,CIN,2019,3,5,2,5,1,3,2,4,NA,3,3,0,4,4,3,2,1,45,2.8
C.J. Uzomah,TE,CIN,2019,5,0,1,1,2,3,0,2,NA,0,5,1,6,2,2,4,6,40,2.5
John Ross,WR,CIN,2019,12,8,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,13,5,56,7
Alex Erickson,WR,CIN,2019,4,3,1,0,1,6,14,7,NA,2,5,8,2,7,5,9,4,78,4.9
Damion Willis,WR,CIN,2019,5,3,0,1,4,1,0,NA,NA,NA,1,0,1,NA,NA,NA,NA,16,1.6
Tyler Eifert,TE,CIN,2019,5,5,1,5,4,2,2,9,NA,4,4,1,2,4,5,8,2,63,3.9
Drew Sample,TE,CIN,2019,0,3,0,0,0,1,1,0,NA,1,NA,NA,NA,NA,NA,NA,NA,6,0.7
Cethan Carter,TE,CIN,2019,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,2,0,1,3,0.2
Samaje Perine,RB,MIA,2019,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
Justin Jackson,RB,LAC,2019,3,1,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,2,NA,0,11,1.6
Derek Watt,RB,LAC,2019,0,2,0,1,1,0,0,0,0,1,0,NA,0,0,0,0,0,5,0.3
Austin Ekeler,RB,LAC,2019,7,6,7,5,16,4,8,3,4,2,12,NA,5,5,7,6,11,108,6.8
Dontrelle Inman,WR,IND,2019,1,2,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,21,3
Virgil Green,TE,LAC,2019,1,2,0,NA,1,2,1,1,0,0,1,NA,1,1,0,1,1,13,0.9
Hunter Henry,TE,LAC,2019,5,NA,NA,NA,NA,9,8,6,10,7,9,NA,3,4,2,7,6,76,6.3
Keenan Allen,WR,LAC,2019,10,15,17,5,6,6,11,10,4,11,12,NA,6,6,10,10,10,149,9.3
Travis Benjamin,WR,LAC,2019,3,2,5,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,3.2
Mike Williams,WR,LAC,2019,3,5,7,NA,13,10,6,6,3,3,6,NA,7,3,9,4,5,90,6
Parris Campbell,WR,IND,2019,1,1,3,8,NA,NA,NA,1,5,NA,NA,NA,NA,5,NA,NA,NA,24,3.4
Marlon Mack,RB,IND,2019,0,3,3,0,3,NA,3,1,0,1,0,NA,NA,0,0,2,1,17,1.2
Nyheim Hines,RB,IND,2019,4,2,4,6,5,NA,2,3,3,7,4,3,2,5,2,1,5,58,3.6
Mo Alie-Cox,TE,IND,2019,1,1,2,0,2,NA,0,0,1,1,0,0,0,1,0,1,1,11,0.7
Devin Funchess,WR,IND,2019,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
Deon Cain,WR,PIT,2019,2,1,3,5,1,NA,0,NA,2,NA,NA,1,1,1,1,2,0,20,1.5
Jack Doyle,TE,IND,2019,2,3,4,8,3,NA,5,5,4,4,0,4,11,6,5,4,4,72,4.5
T.Y. Hilton,WR,IND,2019,9,6,10,NA,4,NA,11,6,NA,NA,NA,6,NA,NA,9,4,3,68,6.8
Eric Ebron,TE,IND,2019,3,4,4,5,4,NA,5,4,2,12,4,5,NA,NA,NA,NA,NA,52,4.7
Chester Rogers,WR,IND,2019,0,4,0,6,2,NA,2,2,5,4,2,1,0,NA,NA,NA,NA,28,2.3
Zach Pascal,WR,IND,2019,0,0,3,7,2,NA,7,2,6,7,6,1,10,9,6,3,3,72,4.5
Chase Edmonds,RB,ARI,2019,1,2,2,0,4,2,4,4,NA,NA,NA,NA,0,2,0,0,0,21,1.6
Christian Kirk,WR,ARI,2019,12,8,12,5,NA,NA,NA,11,5,10,9,NA,7,9,5,5,10,108,8.3
David Johnson,RB,ARI,2019,7,1,9,11,5,8,0,NA,NA,1,0,NA,2,2,0,1,NA,47,3.6
KeeSean Johnson,WR,ARI,2019,10,2,4,3,7,5,2,NA,3,4,2,NA,NA,NA,NA,NA,NA,42,4.2
Larry Fitzgerald,WR,ARI,2019,13,11,7,5,8,8,3,4,4,8,5,NA,7,7,5,7,7,109,6.8
Damiere Byrd,WR,ARI,2019,7,7,4,NA,NA,2,2,5,NA,NA,NA,NA,3,1,6,1,8,46,4.2
Maxx Williams,TE,ARI,2019,1,1,0,1,1,3,1,1,2,2,0,NA,0,1,1,2,2,19,1.2
Andy Isabella,WR,ARI,2019,0,NA,0,0,0,0,2,0,1,3,4,NA,1,1,1,0,0,13,0.9
Trent Sherfield,WR,ARI,2019,0,0,1,3,3,1,1,2,0,2,0,NA,0,0,0,0,0,13,0.8
Kerryon Johnson,RB,DET,2019,2,3,1,3,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,15,1.9
Marvin Jones Jr.,WR,DET,2019,4,6,9,5,NA,5,13,5,10,5,5,11,6,7,NA,NA,NA,91,7
Ty Johnson,RB,DET,2019,0,2,2,1,NA,0,4,4,3,1,1,2,3,1,5,0,2,31,1.9
T.J. Hockenson,TE,DET,2019,9,3,4,3,NA,6,5,1,7,6,2,2,11,NA,NA,NA,NA,59,4.9
Jesse James,TE,DET,2019,1,4,1,1,NA,1,4,0,2,1,0,1,0,2,5,1,3,27,1.7
Nick Bawden,RB,DET,2019,1,0,1,2,NA,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,6,0.6
J.D. McKissic,RB,DET,2019,2,0,0,2,NA,3,3,3,4,7,4,2,3,4,3,0,2,42,2.6
Danny Amendola,WR,DET,2019,13,1,5,NA,NA,1,11,8,5,9,5,3,8,8,13,3,4,97,6.5
Kenny Golladay,WR,DET,2019,9,10,8,9,NA,9,2,8,7,9,5,4,5,8,7,12,4,116,7.3
Jamal Agnew,WR,DET,2019,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0,2,2,0.2
Ezekiel Elliott,RB,DAL,2019,2,2,3,7,3,6,7,NA,0,3,3,4,10,5,4,7,5,71,4.4
Tony Pollard,RB,DAL,2019,0,1,3,0,0,0,0,NA,3,0,4,4,1,NA,2,0,2,20,1.3
Blake Jarwin,TE,DAL,2019,3,1,3,3,0,4,1,NA,1,4,2,4,3,7,3,1,1,41,2.6
Jason Witten,TE,DAL,2019,4,4,4,4,4,7,4,NA,9,5,7,4,8,7,5,3,4,83,5.2
Michael Gallup,WR,DAL,2019,7,8,NA,NA,14,7,4,NA,6,10,13,6,7,10,3,11,7,113,8.1
Amari Cooper,WR,DAL,2019,9,5,7,8,14,2,5,NA,7,14,8,2,11,8,2,12,5,119,7.4
Tavon Austin,WR,DAL,2019,1,NA,NA,1,1,6,1,NA,0,0,1,1,5,2,1,2,2,24,1.7
Randall Cobb,WR,DAL,2019,5,6,4,6,6,NA,3,NA,8,8,7,7,3,5,2,7,6,83,5.5
Elijhaa Penny,RB,NYG,2019,0,0,0,0,1,2,0,0,0,0,NA,0,1,0,0,0,0,4,0.3
Wayne Gallman Jr.,RB,NYG,2019,3,1,1,7,0,NA,0,1,1,2,NA,0,NA,NA,NA,NA,NA,16,1.6
Saquon Barkley,RB,NYG,2019,6,7,5,NA,NA,NA,5,10,8,5,NA,3,7,4,5,4,4,73,5.6
Sterling Shepard,WR,NYG,2019,7,NA,9,9,9,NA,NA,NA,NA,NA,NA,9,6,7,11,6,10,83,8.3
Bennie Fowler III,WR,NYG,2019,5,10,3,2,NA,NA,5,2,6,3,NA,NA,NA,NA,NA,NA,NA,36,4.5
Evan Engram,TE,NYG,2019,14,8,8,7,11,NA,5,7,8,NA,NA,NA,NA,NA,NA,NA,NA,68,8.5
Cody Core,WR,NYG,2019,0,5,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,5,0.3
Ronald Jones II,RB,TB,2019,1,0,1,1,3,0,NA,3,2,8,4,3,0,5,3,4,2,40,2.5
Peyton Barber,RB,TB,2019,4,1,2,1,1,0,NA,3,0,1,2,1,0,2,2,0,4,24,1.5
Dare Ogunbowale,RB,TB,2019,5,1,3,4,3,5,NA,3,1,3,4,1,2,5,1,5,0,46,2.9
Breshad Perriman,WR,TB,2019,5,4,2,1,NA,NA,NA,4,8,4,3,1,6,5,6,12,8,69,4.9
Mike Evans,WR,TB,2019,5,8,15,7,3,17,NA,12,16,6,8,8,11,2,NA,NA,NA,118,9.1
Cameron Brate,TE,TB,2019,2,2,2,3,1,4,NA,6,0,0,14,1,1,4,7,5,3,55,3.4
Chris Godwin,WR,TB,2019,6,9,5,14,9,12,NA,8,9,12,6,8,6,9,8,NA,NA,121,8.6
O.J. Howard,TE,TB,2019,5,0,4,3,2,4,NA,NA,NA,7,1,2,6,5,7,7,0,53,3.8
T.J. Logan,RB,TB,2019,0,0,0,0,0,0,NA,0,1,1,1,0,0,NA,NA,NA,NA,3,0.3
Tevin Coleman,RB,SF,2019,3,NA,NA,NA,0,3,2,2,4,4,4,4,1,0,1,0,2,30,2.1
Matt Breida,RB,SF,2019,1,1,3,NA,3,4,1,1,2,2,NA,NA,NA,1,2,0,1,22,1.7
Raheem Mostert,RB,SF,2019,1,4,1,NA,0,0,0,0,0,1,3,3,2,2,2,1,2,22,1.4
Deebo Samuel,WR,SF,2019,3,7,4,NA,3,5,NA,3,7,11,10,2,4,8,3,6,5,81,5.4
Dante Pettis,WR,SF,2019,1,0,5,NA,3,6,2,3,1,3,0,0,NA,NA,NA,NA,NA,24,2.2
George Kittle,TE,SF,2019,10,3,8,NA,8,8,5,7,8,NA,NA,6,4,8,17,8,7,107,7.6
Marquise Goodwin,WR,SF,2019,3,3,2,NA,4,3,1,NA,NA,3,2,NA,0,NA,NA,NA,NA,21,2.3
Richie James Jr.,WR,SF,2019,2,4,2,NA,0,0,1,0,0,0,1,0,0,0,0,0,0,10,0.6
Kendrick Bourne,WR,SF,2019,3,2,2,NA,2,1,4,1,1,8,6,2,3,4,2,3,0,44,2.8
Kyle Juszczyk,RB,SF,2019,0,2,3,NA,3,NA,NA,NA,NA,1,7,0,0,3,2,2,1,24,2
Julian Edelman,WR,NE,2019,11,4,10,7,9,15,12,11,11,NA,10,12,11,12,5,6,7,153,9.6
James White,RB,NE,2019,7,4,NA,10,9,9,8,5,3,NA,7,3,11,7,4,5,3,95,6.3
Sony Michel,RB,NE,2019,0,0,1,0,3,3,2,0,2,NA,4,0,0,1,2,2,0,20,1.3
Rex Burkhead,RB,NE,2019,8,2,7,1,NA,NA,NA,1,2,NA,3,5,1,1,2,4,1,38,2.9
Brandon Bolden,RB,NE,2019,0,NA,3,0,1,2,4,1,0,NA,0,0,0,0,0,0,0,11,0.7
Ryan Izzo,TE,NE,2019,2,0,1,0,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1.5
Josh Gordon,WR,SEA,2019,4,5,11,7,8,1,NA,NA,NA,2,NA,2,1,5,1,NA,NA,47,4.3
Phillip Dorsett II,WR,NE,2019,4,3,7,9,0,NA,4,6,4,NA,5,NA,6,2,0,0,4,54,3.9
Jakobi Meyers,WR,NE,2019,1,NA,3,0,2,4,5,2,0,NA,2,9,7,3,0,3,0,41,2.7
Gunner Olszewski,WR,NE,2019,0,0,0,0,0,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.5
Jaylen Samuels,RB,PIT,2019,2,1,0,8,4,NA,NA,NA,13,7,6,3,2,2,1,6,2,57,4.1
James Conner,RB,PIT,2019,4,4,4,8,0,7,NA,4,NA,NA,2,NA,NA,NA,5,0,NA,38,3.8
Donte Moncrief,WR,CAR,2019,10,1,NA,0,NA,2,NA,2,NA,NA,0,0,0,NA,NA,NA,NA,15,1.9
James Washington,WR,PIT,2019,6,3,5,1,6,NA,NA,6,4,7,5,7,4,4,11,8,3,80,5.3
Diontae Johnson,WR,PIT,2019,5,4,6,6,8,2,NA,7,2,6,4,6,5,8,7,9,7,92,5.8
Ryan Switzer,WR,PIT,2019,6,4,0,0,0,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,11,1.2
Vance McDonald,TE,PIT,2019,4,7,2,NA,3,1,NA,4,7,7,7,1,3,1,NA,6,2,55,3.9
Johnny Holton,WR,PIT,2019,2,1,0,0,1,1,NA,0,1,0,7,0,0,0,2,0,0,15,0.9
JuJu Smith-Schuster,WR,PIT,2019,8,8,7,4,7,3,NA,9,5,5,4,NA,NA,NA,NA,4,6,70,5.8
DeAndre Hopkins,WR,HOU,2019,13,8,7,8,8,12,12,13,11,NA,12,8,8,13,8,9,NA,150,10
Michael Thomas,WR,NO,2019,13,13,7,9,13,12,11,11,NA,14,10,11,8,15,12,17,9,185,11.6
Trey Burton,TE,CHI,2019,0,3,4,4,3,NA,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,24,2.7
Courtland Sutton,WR,DEN,2019,8,7,7,9,7,8,8,5,8,NA,9,8,5,7,10,10,8,124,7.8
Rob Gronkowski,TE,NE,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Michael Crabtree,WR,ARI,2019,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1.7
Antonio Callaway,WR,CLE,2019,0,NA,NA,NA,3,4,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,15,3
Chris Herndon IV,TE,NYJ,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1
Jared Cook,TE,NO,2019,3,7,2,6,6,3,NA,NA,NA,10,2,8,6,2,4,4,2,65,4.6
Tyrell Williams,WR,OAK,2019,7,7,3,7,NA,NA,NA,6,4,5,4,6,4,4,3,4,0,64,4.6
Chris Moore,WR,BAL,2019,0,0,0,1,0,3,1,NA,0,NA,NA,0,0,0,0,0,0,5,0.4
Josh Hill,TE,NO,2019,1,0,2,4,4,2,3,5,NA,0,2,1,2,3,1,0,5,35,2.2
Alvin Kamara,RB,NO,2019,8,3,10,3,7,8,NA,NA,NA,10,10,9,8,6,5,7,3,97,6.9
Emmanuel Sanders,WR,SF,2019,7,13,5,9,1,3,6,5,9,4,5,1,6,9,4,6,4,97,5.7
David Moore,WR,SEA,2019,0,NA,2,2,2,4,3,4,4,1,NA,2,4,2,0,2,2,34,2.3
Lamar Miller,RB,HOU,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Tim Patrick,WR,DEN,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,2,3,7,6,2,31,3.9
Laquon Treadwell,WR,MIN,2019,0,NA,NA,0,0,1,0,1,5,1,1,NA,2,2,0,1,2,16,1.1
Tre'Quan Smith,WR,NO,2019,2,3,NA,NA,0,NA,NA,NA,NA,2,1,3,2,4,1,2,5,25,2.3
Eric Tomlinson,TE,OAK,2019,0,0,0,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,0,0,1,0.1
Derek Carrier,TE,OAK,2019,0,5,0,0,2,NA,4,0,0,0,0,1,2,0,2,2,1,19,1.2
DaeSean Hamilton,WR,DEN,2019,4,6,0,5,0,2,5,1,0,NA,0,1,3,4,9,6,6,52,3.3
James Develin,RB,NE,2019,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Logan Paulsen,TE,ATL,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Luke Willson,TE,SEA,2019,0,NA,NA,2,1,3,1,1,2,0,NA,NA,NA,NA,NA,0,NA,10,1.1
Antony Auclair,TE,TB,2019,0,0,1,0,0,0,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,3,0.4
Jason Croom,TE,BUF,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Taysom Hill,TE,NO,2019,2,3,1,0,0,0,2,3,NA,1,1,1,2,1,2,2,1,22,1.4
Matt LaCosse,TE,NE,2019,0,2,NA,0,4,0,NA,NA,NA,NA,2,1,2,4,3,1,0,19,1.6
Jordan Thomas,TE,HOU,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,3,3,0.5
Phillip Lindsay,RB,DEN,2019,6,7,5,1,4,3,1,5,0,NA,2,3,3,2,2,3,1,48,3
Andy Janovich,RB,DEN,2019,0,NA,NA,0,0,1,1,2,0,NA,1,NA,NA,NA,NA,NA,NA,5,0.6
Jordan Reed,TE,WAS,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Kareem Hunt,RB,CLE,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,9,8,3,5,2,9,4,4,44,4.9
Robert Foster,WR,BUF,2019,0,2,1,NA,NA,NA,NA,1,1,1,0,1,2,4,0,1,4,18,1.4
Adrian Peterson,RB,WAS,2019,0,2,3,0,0,2,0,2,1,NA,2,1,1,0,3,2,4,23,1.4
Logan Thomas,TE,DET,2019,0,1,1,3,NA,1,0,1,2,2,1,2,0,4,4,3,3,28,1.8
Jordan Akins,TE,HOU,2019,2,3,5,4,1,3,2,5,3,NA,2,4,1,9,2,2,7,55,3.4
Jalen Richard,RB,OAK,2019,0,3,3,1,2,NA,1,3,4,4,1,7,2,3,3,4,2,43,2.7
A.J. Green,WR,CIN,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Garrett Celek,TE,SF,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0
Devontae Booker,RB,DEN,2019,0,0,0,0,0,0,0,0,1,NA,2,0,0,2,0,2,2,9,0.6
Roosevelt Nix,RB,PIT,2019,0,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1
C.J. Ham,RB,MIN,2019,0,2,2,4,1,0,1,0,4,0,1,NA,2,1,3,4,1,26,1.6
Rod Smith,RB,OAK,2019,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,0
Russell Shepard,WR,NYG,2019,0,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2.7
Durham Smythe,TE,MIA,2019,0,1,1,0,NA,0,1,0,0,0,0,2,3,1,0,2,3,14,0.9
William Fuller V,WR,HOU,2019,3,7,7,6,16,9,1,NA,NA,NA,NA,11,2,NA,7,2,NA,71,6.5
Equanimeous St. Brown,WR,GB,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Marcell Ateman,WR,OAK,2019,0,NA,NA,NA,0,NA,1,NA,1,0,0,1,0,0,0,0,7,10,0.8
Dalton Schultz,TE,DAL,2019,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,1,0,2,0.1
Corey Clement,RB,PHI,2019,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Justin Hardee,WR,NO,2019,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,1,0.1
Marcus Kemp,WR,KC,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Jordan Wilkins,RB,IND,2019,0,1,0,1,0,NA,1,0,2,0,NA,0,3,0,3,0,NA,11,0.8
Matthew Slater,WR,NE,2019,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
Alex Collins,RB,BAL,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Dwayne Harris,WR,OAK,2019,1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3
Royce Freeman,RB,DEN,2019,1,7,5,6,2,5,5,2,1,NA,1,2,4,2,4,2,1,50,3.1
Tyler Conklin,TE,MIN,2019,0,0,0,0,0,0,0,0,0,1,3,NA,2,3,0,0,1,10,0.6
Geronimo Allison,WR,GB,2019,0,4,3,4,6,7,5,3,2,3,NA,4,3,1,4,2,4,55,3.4
Anthony Firkser,TE,TEN,2019,0,0,0,NA,0,1,1,5,1,4,NA,0,4,1,4,1,2,24,1.6
Austin Carr,WR,NO,2019,0,NA,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.6
