player,pos,team,season,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,ttl,avg
Andy Janovich,RB,CLE,2021,1,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,2,NA,NA,4,0.7
Austin Hooper,TE,CLE,2021,3,5,3,5,0,3,3,6,2,5,7,3,NA,6,NA,5,5,NA,61,4.1
Harrison Bryant,TE,CLE,2021,2,4,2,2,0,NA,2,2,2,2,0,3,NA,NA,2,1,1,3,28,1.9
Donovan Peoples-Jones,WR,CLE,2021,1,1,2,0,6,5,NA,NA,3,5,NA,5,NA,7,8,6,5,4,58,4.1
Demetric Felton Jr.,RB,CLE,2021,0,2,3,2,0,2,3,1,1,NA,0,1,NA,0,4,0,NA,2,21,1.4
Tony Jones Jr.,RB,NO,2021,1,0,2,3,NA,NA,NA,NA,NA,NA,0,0,NA,1,NA,0,0,1,8,0.8
Alvin Kamara,RB,NO,2021,4,6,4,0,8,NA,11,4,7,NA,NA,NA,NA,5,6,4,6,2,67,5.2
Taysom Hill,TE,NO,2021,0,0,0,2,2,NA,NA,NA,0,2,NA,NA,0,0,0,NA,0,0,6,0.5
Juwan Johnson,TE,NO,2021,3,3,1,3,1,NA,1,1,NA,3,NA,NA,1,1,0,NA,2,2,22,1.7
Deonte Harty,WR,NO,2021,2,2,3,8,1,NA,NA,7,8,4,5,5,8,NA,NA,NA,2,4,59,4.5
Marquez Callaway,WR,NO,2021,2,4,5,2,8,NA,7,5,6,4,4,4,4,4,9,5,10,1,84,4.9
Chris Hogan,WR,NO,2021,1,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1.6
Ty Montgomery,RB,NO,2021,1,1,0,3,0,NA,1,2,NA,0,NA,7,7,NA,2,0,0,2,26,1.9
Adam Trautman,TE,NO,2021,6,NA,1,1,2,NA,3,6,7,6,8,NA,NA,NA,2,NA,NA,1,43,3.9
Kylin Hill,RB,GB,2021,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.3
Randall Cobb,WR,GB,2021,1,3,1,6,3,NA,4,5,5,4,2,5,NA,NA,NA,NA,NA,NA,39,3.5
Aaron Jones,RB,GB,2021,2,6,2,4,5,4,5,11,2,6,NA,1,NA,3,2,6,6,NA,65,4.3
AJ Dillon,RB,GB,2021,2,1,2,1,4,0,2,0,4,2,6,5,NA,0,1,3,3,1,37,2.2
Malik Taylor,WR,GB,2021,3,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,0,0,NA,NA,NA,3,0.4
Robert Tonyan,TE,GB,2021,4,3,1,7,2,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,3.6
Marcedes Lewis,TE,GB,2021,1,NA,NA,2,2,2,3,1,1,2,NA,3,NA,4,3,3,NA,1,28,2.2
Allen Lazard,WR,GB,2021,4,NA,1,3,2,5,6,NA,1,4,NA,6,NA,7,4,5,6,6,60,4.3
Marquez Valdes-Scantling,WR,GB,2021,8,4,4,NA,NA,NA,NA,NA,2,2,10,9,NA,5,7,NA,3,1,55,5
Amari Rodgers,WR,GB,2021,1,0,0,0,0,1,0,3,0,0,0,0,NA,0,0,0,NA,3,8,0.5
Davante Adams,WR,GB,2021,7,9,18,11,16,5,7,NA,14,11,8,9,NA,13,7,13,14,7,169,10.6
Dominique Dafney,TE,GB,2021,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,NA,NA,NA,NA,1,1,4,0.7
Devontae Booker,RB,NYG,2021,1,1,NA,1,4,4,3,6,3,NA,1,1,4,5,2,4,3,2,45,2.8
Saquon Barkley,RB,NYG,2021,3,3,7,6,1,0,NA,NA,NA,NA,6,5,9,3,8,1,1,4,57,4.1
Darius Slayton,WR,NYG,2021,7,6,1,NA,NA,NA,9,2,1,NA,7,4,7,3,3,5,NA,3,58,4.5
Elijhaa Penny,RB,NYG,2021,1,0,0,NA,0,2,0,1,2,NA,NA,0,NA,1,0,4,NA,2,13,1
Kadarius Toney,WR,NYG,2021,2,NA,3,9,13,3,NA,5,1,NA,12,NA,NA,NA,NA,9,NA,NA,57,6.3
Sterling Shepard,WR,NYG,2021,9,10,3,NA,NA,14,NA,7,NA,NA,NA,NA,NA,4,6,NA,NA,NA,53,7.6
C.J. Board,WR,NYG,2021,1,0,2,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1
Kyle Rudolph,TE,NYG,2021,5,2,NA,3,1,2,2,3,5,NA,1,NA,4,2,1,1,1,6,39,2.6
Gary Brightwell,RB,NYG,2021,1,0,0,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0.1
Kenny Golladay,WR,NYG,2021,6,8,5,7,3,NA,NA,NA,3,NA,2,7,5,8,8,8,1,5,76,5.4
Kaden Smith,TE,NYG,2021,0,2,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.8
Melvin Gordon III,RB,DEN,2021,3,2,2,4,2,3,3,3,2,4,NA,2,NA,0,1,1,4,2,38,2.4
Javonte Williams,RB,DEN,2021,1,1,4,3,3,3,7,4,0,3,NA,4,9,2,4,2,1,2,53,3.1
Albert Okwuegbunam,TE,DEN,2021,3,4,1,2,NA,NA,NA,3,5,3,NA,2,4,5,4,2,2,0,40,2.9
KJ Hamler,WR,DEN,2021,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3.3
Courtland Sutton,WR,DEN,2021,3,12,5,8,11,14,5,4,2,3,NA,3,6,2,7,5,5,3,98,5.8
Noah Fant,TE,DEN,2021,8,6,3,10,4,11,7,4,NA,6,NA,4,4,4,6,4,7,2,90,5.6
Jerry Jeudy,WR,DEN,2021,7,NA,NA,NA,NA,NA,NA,4,8,9,NA,3,6,6,4,4,NA,5,56,5.6
Eric Saubert,TE,DEN,2021,2,1,0,0,NA,5,1,NA,1,0,NA,1,NA,NA,NA,NA,1,NA,12,1.2
Tim Patrick,WR,DEN,2021,4,4,5,6,9,6,5,3,5,6,NA,3,5,5,5,4,NA,10,85,5.3
Diontae Spencer,WR,DEN,2021,0,0,1,1,1,0,0,NA,0,0,NA,0,0,1,0,0,0,NA,4,0.3
Brandon Bolden,RB,NE,2021,0,NA,4,6,4,1,7,0,2,3,2,4,1,NA,5,5,3,2,49,3.1
Rhamondre Stevenson,RB,NE,2021,1,NA,NA,NA,0,3,NA,2,2,5,1,1,0,NA,1,NA,0,2,18,1.5
Jonnu Smith,TE,NE,2021,5,5,6,5,2,2,5,2,2,NA,2,4,1,NA,3,0,1,0,45,2.8
James White,RB,NE,2021,7,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,4.7
Damien Harris,RB,NE,2021,3,1,2,2,0,1,2,1,1,NA,1,1,0,NA,NA,0,1,4,20,1.3
Hunter Henry,TE,NE,2021,3,4,6,5,8,2,4,3,3,4,3,5,NA,NA,8,6,5,6,75,4.7
Kendrick Bourne,WR,NE,2021,3,3,8,5,3,2,4,7,4,4,4,6,0,NA,3,4,6,4,70,4.1
Jakobi Meyers,WR,NE,2021,9,6,14,12,5,6,7,9,4,4,6,8,NA,NA,12,8,8,8,126,7.9
Nelson Agholor,WR,NE,2021,7,3,8,5,4,4,5,6,0,4,5,3,1,NA,6,NA,NA,3,64,4.3
Gunner Olszewski,WR,NE,2021,0,0,0,0,0,0,1,0,0,NA,0,0,0,NA,1,0,1,0,3,0.2
Myles Gaskin,RB,MIA,2021,5,5,6,0,10,6,4,4,6,2,4,2,2,NA,0,3,1,3,63,3.7
Malcolm Brown,RB,MIA,2021,0,0,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.8
Salvon Ahmed,RB,MIA,2021,3,3,NA,2,3,2,2,2,0,1,NA,1,0,NA,NA,NA,NA,NA,19,1.7
Albert Wilson,WR,MIA,2021,2,6,NA,2,NA,2,NA,NA,2,5,4,6,8,NA,2,NA,NA,NA,39,3.9
Jaylen Waddle,WR,MIA,2021,5,8,13,4,6,13,8,11,10,6,9,10,11,NA,NA,12,7,7,140,8.8
DeVante Parker,WR,MIA,2021,7,9,7,9,NA,NA,NA,11,NA,NA,NA,NA,5,NA,8,0,13,4,73,7.3
Mike Gesicki,TE,MIA,2021,3,6,12,6,7,9,8,4,8,7,6,3,11,NA,8,4,7,3,112,6.6
Durham Smythe,TE,MIA,2021,2,0,1,2,3,6,4,NA,2,1,5,5,1,NA,1,3,3,2,41,2.6
Jakeem Grant Sr.,WR,CHI,2021,0,1,0,1,0,0,0,0,0,NA,1,4,7,3,0,NA,0,NA,17,1.1
Mack Hollins,WR,MIA,2021,0,0,0,NA,2,5,3,1,6,1,3,1,1,NA,1,2,1,1,28,1.8
Darrell Henderson Jr.,RB,LAR,2021,1,5,NA,6,1,3,6,2,4,6,NA,4,NA,NA,2,0,NA,NA,40,3.3
Sony Michel,RB,LAR,2021,0,0,4,0,1,0,0,2,3,2,NA,1,4,1,2,4,5,4,33,1.9
Robert Woods,WR,LAR,2021,4,9,6,6,14,5,6,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,7.7
Tyler Higbee,TE,LAR,2021,6,1,5,6,2,5,8,3,10,5,NA,5,6,NA,NA,6,9,8,85,5.7
Van Jefferson,WR,LAR,2021,3,3,6,6,4,4,7,6,7,7,NA,9,8,3,2,6,5,3,89,5.2
Cooper Kupp,WR,LAR,2021,10,11,12,13,10,12,13,9,13,13,NA,10,10,15,13,13,7,7,191,11.2
DeSean Jackson,WR,LV,2021,2,NA,5,3,3,1,1,NA,NA,1,0,4,1,2,3,5,3,NA,34,2.4
Johnny Mundt,TE,LAR,2021,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3
Jake Funk,RB,LAR,2021,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
Damien Williams,RB,CHI,2021,5,3,0,2,3,NA,1,0,NA,NA,NA,NA,NA,1,0,2,1,5,23,1.9
David Montgomery,RB,CHI,2021,1,4,4,0,NA,NA,NA,0,2,NA,1,3,9,7,6,9,2,3,51,3.6
Marquise Goodwin,WR,CHI,2021,4,3,1,2,2,1,4,3,4,NA,8,1,NA,NA,NA,2,2,3,40,2.9
Jimmy Graham,TE,CHI,2021,2,NA,1,NA,NA,NA,NA,NA,3,NA,3,3,1,3,2,2,1,2,23,2.1
Cole Kmet,TE,CHI,2021,7,1,4,3,4,5,6,6,8,NA,2,11,7,5,9,5,5,5,93,5.5
Damiere Byrd,WR,CHI,2021,3,NA,NA,NA,NA,1,1,NA,NA,NA,2,5,7,2,6,3,2,6,38,3.5
Allen Robinson II,WR,CHI,2021,11,4,6,3,5,7,4,4,6,NA,NA,NA,NA,6,NA,NA,6,4,66,5.5
Darnell Mooney,WR,CHI,2021,7,8,4,7,5,8,5,9,6,NA,16,8,7,5,7,9,13,16,140,8.2
Nsimba Webster,WR,CHI,2021,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0
Khalil Herbert,RB,CHI,2021,0,NA,0,0,0,3,5,2,0,NA,0,0,1,0,4,1,0,0,16,1
Josh Jacobs,RB,LV,2021,2,NA,NA,5,5,1,3,NA,4,5,7,4,9,6,4,3,4,2,64,4.3
Kenyan Drake,RB,LV,2021,5,6,6,0,1,2,3,NA,8,3,2,2,2,NA,NA,NA,NA,NA,40,3.3
Hunter Renfrow,WR,LV,2021,9,7,6,8,8,5,8,NA,9,9,4,9,10,14,5,3,9,5,128,7.5
Henry Ruggs III,WR,LV,2021,5,7,7,6,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,5.1
Darren Waller,TE,LV,2021,19,7,7,7,8,5,NA,NA,11,7,8,5,NA,NA,NA,NA,NA,9,93,8.5
Zay Jones,WR,LV,2021,2,NA,1,1,2,NA,1,NA,4,3,2,7,5,7,9,8,10,8,70,4.7
Willie Snead IV,WR,CAR,2021,1,1,NA,1,1,1,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,8,1.1
Bryan Edwards,WR,LV,2021,5,3,5,4,6,4,4,NA,4,4,0,1,5,3,4,NA,2,5,59,3.7
Alec Ingold,RB,LV,2021,4,1,1,NA,NA,1,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,12,1.7
Ty'Son Williams,RB,BAL,2021,4,2,1,NA,2,NA,2,NA,0,NA,NA,1,NA,NA,NA,NA,NA,0,12,1.5
Trenton Cannon,RB,SF,2021,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0
Latavius Murray,RB,BAL,2021,0,0,0,0,3,2,NA,NA,NA,NA,2,0,2,0,3,1,0,0,13,0.9
Marquise Brown,WR,BAL,2021,6,10,7,5,10,5,14,NA,12,13,NA,10,7,8,14,9,8,8,146,9.1
Sammy Watkins,WR,BAL,2021,8,7,7,7,3,NA,NA,NA,NA,3,4,1,6,2,NA,NA,NA,1,49,4.5
Patrick Ricard,RB,BAL,2021,3,0,0,1,NA,NA,NA,NA,5,NA,1,2,1,NA,NA,NA,NA,NA,13,1.6
Josh Oliver,TE,BAL,2021,1,1,1,1,2,1,5,NA,NA,1,NA,NA,0,1,NA,NA,NA,1,15,1.4
Mark Andrews,TE,BAL,2021,5,5,7,8,13,6,7,NA,10,8,10,10,9,11,13,10,6,15,153,9
Devin Duvernay,WR,BAL,2021,2,0,3,6,4,3,1,NA,2,4,6,2,3,5,3,NA,3,0,47,2.9
Eric Tomlinson,TE,BAL,2021,0,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,NA,NA,0,NA,1,2,0.3
Tom Kennedy,WR,DET,2021,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,2,3,2,10,1.4
Jared Pinkney,TE,DET,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Spencer Brown,RB,CAR,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Wayne Gallman Jr.,RB,MIN,2021,0,NA,NA,1,0,NA,0,0,NA,2,0,0,NA,NA,NA,0,NA,NA,3,0.3
Tarik Cohen,RB,CHI,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Matthew Slater,WR,NE,2021,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,NA,NA,NA,0,0,0,0
Andy Isabella,WR,ARI,2021,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0.3
Ben Ellefson,TE,MIN,2021,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.3
Cameron Brate,TE,TB,2021,NA,1,5,6,1,4,4,4,NA,3,6,4,1,4,4,4,3,3,57,3.6
O.J. Howard,TE,TB,2021,NA,1,1,1,3,7,3,3,NA,0,1,NA,NA,NA,1,0,NA,NA,21,1.9
Scotty Miller,WR,TB,2021,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,1,NA,1,9,1.5
Christian Blake,WR,ATL,2021,NA,1,0,0,4,NA,NA,NA,0,1,NA,NA,NA,NA,1,1,1,1,10,1
Olamide Zaccheaus,WR,ATL,2021,NA,4,6,3,4,NA,1,1,3,7,5,2,5,NA,2,4,3,3,53,3.5
Lee Smith,TE,ATL,2021,NA,1,3,NA,3,NA,2,0,NA,NA,0,0,0,1,1,NA,NA,NA,11,1.1
Parker Hesse,TE,ATL,2021,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,3,NA,6,1.5
Tajae Sharpe,WR,ATL,2021,NA,2,1,2,5,NA,2,6,1,1,4,3,5,2,1,NA,NA,2,37,2.6
Alex Collins,RB,SEA,2021,NA,0,0,2,3,1,1,0,NA,1,0,1,NA,1,NA,NA,NA,NA,10,0.9
MyCole Pruitt,TE,TEN,2021,NA,3,1,1,1,1,3,2,0,1,NA,2,NA,3,1,0,NA,NA,19,1.5
Tommy Hudson,TE,TEN,2021,NA,2,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,6,1.5
Josh Reynolds,WR,DET,2021,NA,0,NA,9,1,NA,3,NA,NA,NA,3,5,7,5,6,7,NA,3,49,4.5
Racey McMath,WR,TEN,2021,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,1,6,1
Devonta Freeman,RB,BAL,2021,NA,0,0,0,4,2,3,NA,3,4,6,1,8,5,1,2,1,2,42,2.6
Jerick McKinnon,RB,KC,2021,NA,1,NA,0,2,4,4,NA,3,3,0,NA,NA,NA,NA,NA,NA,3,20,2.2
Jody Fortson,TE,KC,2021,NA,1,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1.3
Equanimeous St. Brown,WR,GB,2021,NA,1,NA,1,0,0,1,3,NA,NA,2,2,NA,0,NA,0,2,5,17,1.4
Gerrid Doaks,RB,MIA,2021,NA,0,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0
Scottie Phillips,RB,HOU,2021,NA,0,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1
Ricky Seals-Jones,TE,WAS,2021,NA,1,NA,4,9,6,7,4,NA,4,NA,NA,NA,4,7,1,2,NA,49,4.5
John Bates,TE,WAS,2021,NA,0,0,NA,NA,1,NA,1,NA,3,3,1,4,2,1,3,4,2,25,1.9
Luke Farrell,TE,JAC,2021,NA,2,1,1,1,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,0,11,1.2
Laquon Treadwell,WR,JAC,2021,NA,1,NA,NA,NA,1,NA,NA,1,1,3,8,5,6,9,5,6,5,51,4.3
Kendall Hinton,WR,DEN,2021,NA,1,NA,3,3,5,2,0,1,NA,NA,1,1,NA,1,NA,5,NA,23,2.1
Adam Shaheen,TE,MIA,2021,NA,0,0,1,2,NA,5,1,2,4,1,NA,NA,NA,NA,NA,NA,NA,16,1.8
Cethan Carter,TE,MIA,2021,NA,1,NA,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,2,0.3
Preston Williams,WR,MIA,2021,NA,3,NA,NA,5,NA,4,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,16,2.7
Reggie Gilliam,RB,BUF,2021,NA,0,1,1,NA,0,NA,NA,NA,0,1,NA,NA,NA,NA,1,NA,1,5,0.6
Zack Moss,RB,BUF,2021,NA,2,3,1,4,4,NA,7,4,0,1,NA,3,NA,NA,1,0,2,32,2.5
Jake Kumerow,WR,BUF,2021,NA,1,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,3,0,1,6,0.9
Taiwan Jones,RB,BUF,2021,NA,0,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,0,0,0,0
Rashard Higgins,WR,CLE,2021,NA,2,2,7,5,3,2,4,NA,1,5,NA,NA,NA,5,6,5,NA,47,3.9
Chris Evans,RB,CIN,2021,NA,1,2,NA,2,3,NA,NA,1,NA,1,1,NA,NA,NA,1,NA,5,17,1.9
Stanley Morgan Jr.,WR,CIN,2021,NA,0,NA,NA,0,0,NA,NA,0,NA,1,1,0,0,NA,0,0,2,4,0.4
Greg Ward,WR,PHI,2021,NA,0,1,2,0,NA,NA,0,0,NA,NA,1,NA,NA,3,NA,2,2,11,1.1
Jack Stoll,TE,PHI,2021,NA,0,NA,NA,NA,NA,NA,1,NA,3,0,NA,NA,NA,1,0,NA,NA,5,0.8
Trey Sermon,RB,SF,2021,NA,0,3,0,0,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,4,0.7
Jauan Jennings,WR,SF,2021,NA,2,NA,1,NA,NA,2,1,NA,2,1,3,1,5,6,5,2,7,38,2.9
Brandon Zylstra,WR,CAR,2021,NA,3,0,2,0,3,NA,NA,NA,2,2,2,NA,5,4,NA,0,2,25,2.1
Giovanni Ricci,TE,CAR,2021,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,1,1,0,0,2,0.2
Lil'Jordan Humphrey,WR,NO,2021,NA,2,NA,NA,NA,NA,0,NA,NA,NA,1,5,2,NA,NA,5,2,1,18,2.3
Alex Armah Jr.,RB,WAS,2021,NA,0,0,0,NA,NA,0,1,0,NA,0,NA,0,NA,0,NA,NA,0,1,0.1
Dwayne Washington,RB,NO,2021,NA,0,NA,1,NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,NA,2,0.3
Marlon Mack,RB,IND,2021,NA,1,NA,2,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.8
Tutu Atwell,WR,LAR,2021,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Peyton Barber,RB,LV,2021,NA,0,5,0,NA,NA,NA,NA,NA,0,0,NA,1,3,1,1,2,NA,13,1.3
Foster Moreau,TE,LV,2021,NA,3,2,NA,0,1,6,NA,0,0,2,5,3,6,9,4,1,2,44,2.9
Derek Carrier,TE,LV,2021,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1
J.J. Taylor,RB,NE,2021,NA,0,2,1,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,4,0.8
Anthony Miller,WR,PIT,2021,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,12,4
Chris Moore,WR,HOU,2021,NA,NA,0,NA,5,5,NA,2,1,NA,1,1,NA,NA,0,4,NA,3,22,2.2
Royce Freeman,RB,HOU,2021,NA,NA,1,0,2,0,2,1,NA,NA,NA,NA,1,8,0,0,1,0,16,1.3
Odell Beckham Jr.,WR,LAR,2021,NA,NA,9,7,3,8,6,1,NA,3,NA,10,5,7,3,8,7,5,82,5.9
D'Ernest Johnson,RB,CLE,2021,NA,NA,0,0,NA,1,2,3,0,8,0,NA,NA,1,4,2,3,1,25,1.9
Jesse James,TE,CHI,2021,NA,NA,0,NA,NA,NA,3,3,NA,NA,NA,1,NA,NA,NA,NA,1,NA,8,1.6
Phillip Dorsett II,WR,HOU,2021,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,3,6,NA,NA,14,2.8
Jacob Hollister,TE,JAC,2021,NA,NA,6,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,3,14,2
Noah Gray,TE,KC,2021,NA,NA,1,1,NA,NA,1,NA,NA,3,1,NA,NA,NA,NA,2,1,NA,10,1.4
Tommy Sweeney,TE,BUF,2021,NA,NA,2,NA,1,1,NA,4,2,NA,1,NA,NA,NA,1,NA,NA,NA,12,1.7
Cameron Batson,WR,TEN,2021,NA,NA,1,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1.3
Tory Carter,RB,TEN,2021,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,1,NA,NA,NA,NA,NA,NA,1,0.2
Jordan Wilkins,RB,TEN,2021,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
Cody White,WR,PIT,2021,NA,NA,2,NA,1,NA,NA,NA,0,0,NA,NA,0,NA,NA,3,NA,NA,6,1
Auden Tate,WR,CIN,2021,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1
Drew Sample,TE,CIN,2021,NA,NA,0,NA,4,1,NA,NA,3,NA,2,NA,NA,1,1,2,0,1,15,1.5
Kenny Stills,WR,NO,2021,NA,NA,3,1,5,NA,3,NA,5,NA,NA,NA,5,NA,NA,1,NA,NA,23,3.3
Collin Johnson,WR,NYG,2021,NA,NA,7,0,3,5,2,2,NA,NA,1,NA,NA,NA,1,NA,NA,NA,21,2.6
Evan Engram,TE,NYG,2021,NA,NA,6,6,4,5,8,4,3,NA,5,6,5,4,5,5,2,5,73,4.9
Cullen Gillaspia,RB,NYG,2021,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
KhaDarel Hodge,WR,DET,2021,NA,NA,1,1,5,4,1,2,NA,0,NA,0,1,1,NA,1,10,NA,27,2.3
James Proche II,WR,BAL,2021,NA,NA,1,6,2,1,1,NA,NA,NA,NA,NA,NA,NA,1,8,NA,NA,20,2.9
William Fuller V,WR,MIA,2021,NA,NA,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4
Damarea Crockett,RB,DEN,2021,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Keelan Cole Sr.,WR,NYJ,2021,NA,NA,2,4,3,NA,2,5,8,6,1,2,NA,6,2,2,5,3,51,3.6
Ben Skowronek,WR,LAR,2021,NA,NA,0,NA,0,0,0,3,NA,5,NA,NA,2,1,5,0,2,2,20,1.7
Jaelon Darden,WR,TB,2021,NA,NA,1,NA,NA,NA,1,3,NA,2,1,0,NA,0,3,NA,NA,1,12,1.3
Josiah Deguara,TE,GB,2021,NA,NA,1,0,NA,1,0,2,2,3,2,4,NA,3,5,3,3,4,33,2.4
Noah Brown,WR,DAL,2021,NA,NA,1,0,4,2,NA,2,1,1,2,9,3,NA,NA,NA,NA,NA,25,2.5
Nick Ralston,RB,DAL,2021,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Trenton Irwin,WR,CIN,2021,NA,NA,NA,1,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,4,5,1
Tavon Austin,WR,JAC,2021,NA,NA,NA,3,5,1,NA,3,NA,1,2,2,2,5,3,7,4,NA,38,3.2
Garrett Griffin,TE,NO,2021,NA,NA,NA,0,0,NA,NA,3,NA,NA,0,NA,1,NA,NA,NA,NA,NA,4,0.8
John Ross,WR,NYG,2021,NA,NA,NA,4,5,2,2,3,NA,NA,0,2,1,1,NA,NA,NA,NA,20,2.2
Brandon Smith,WR,DAL,2021,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
J.K. Dobbins,RB,BAL,2021,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Jeremy Sprinkle,TE,DAL,2021,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2,0,NA,1,3,0.5
Rodney Smith,RB,CAR,2021,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
Colin Thompson,TE,CAR,2021,NA,NA,NA,0,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3
Kylen Granson,TE,IND,2021,NA,NA,NA,2,2,NA,1,1,1,1,2,2,2,NA,NA,1,NA,NA,15,1.5
Jamison Crowder,WR,NYJ,2021,NA,NA,NA,9,6,NA,6,9,7,5,7,1,6,6,8,NA,NA,1,71,5.9
Trevon Wesco,TE,NYJ,2021,NA,NA,NA,1,0,NA,1,NA,2,0,NA,0,NA,NA,1,0,NA,NA,5,0.6
J.P. Holtz,TE,CHI,2021,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0
