"Player","Pos","Team","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","TTL","AVG"
"Trenton Irwin","WR","CIN","-","-","-","-","-","-","-","-","bye","-","-","-","-","-","-","2","-","2","2.0"
"Kenny Stills","WR","HOU","2","3","4","4","1","0","4","bye","0","1","0","-","-","-","-","-","-","19","1.9"
"Ian Thomas","TE","CAR","2","0","2","5","1","1","1","3","2","1","0","2","bye","4","4","0","3","31","1.9"
"Ito Smith","RB","ATL","3","0","2","3","0","1","1","-","-","bye","0","5","2","1","3","1","4","26","1.9"
"Brian Hill","RB","ATL","2","2","3","2","2","2","3","3","1","bye","0","1","0","1","2","3","3","30","1.9"
"Nick Boyle","TE","BAL","3","1","1","1","2","3","bye","1","4","1","-","-","-","-","-","-","-","17","1.9"
"KhaDarel Hodge","WR","CLE","3","2","1","-","-","-","-","0","bye","1","5","3","-","-","0","-","2","17","1.9"
"Tyler Ervin","RB","GB","1","1","2","2","bye","-","-","3","5","1","-","-","0","-","-","-","-","15","1.9"
"LeSean McCoy","RB","TB","1","7","4","1","-","1","-","-","-","0","-","0","bye","1","3","1","-","19","1.9"
"Van Jefferson","WR","LAR","3","5","1","1","0","1","1","2","bye","1","1","0","5","0","1","1","8","31","1.9"
"Durham Smythe","TE","MIA","0","0","1","2","-","2","bye","2","1","2","1","3","2","3","5","2","3","29","1.9"
"Dion Lewis","RB","NYG","1","5","3","3","4","1","0","3","2","2","bye","3","0","0","2","0","1","30","1.9"
"Derrick Henry","RB","TEN","3","2","3","bye","2","5","2","1","0","2","2","4","1","2","2","0","0","31","1.9"
"Alshon Jeffery","WR","PHI","-","-","-","-","-","-","-","-","bye","1","2","4","1","1","3","1","-","13","1.9"
"Troy Fumagalli","TE","DEN","-","-","-","-","bye","-","-","-","-","3","1","1","1","5","0","1","3","15","1.9"
"Darren Fells","TE","HOU","2","4","2","2","2","7","0","bye","2","1","2","0","1","1","0","2","0","28","1.8"
"Jalen Richard","RB","LV","1","0","3","4","5","bye","0","1","1","0","-","-","1","5","1","1","-","23","1.8"
"Le'Veon Bell","RB","KC","2","-","-","-","1","-","0","3","1","bye","1","2","3","3","1","3","-","20","1.8"
"Will Dissly","TE","SEA","2","1","2","2","1","bye","4","1","1","2","1","0","5","2","0","3","2","29","1.8"
"Kyle Juszczyk","RB","SF","2","2","1","2","1","2","2","2","1","1","bye","2","1","3","2","3","2","29","1.8"
"Trent Taylor","WR","SF","5","3","1","1","0","2","0","5","4","0","bye","0","-","-","0","-","-","21","1.8"
"Cedrick Wilson Jr.","WR","DAL","0","0","7","6","4","3","0","2","3","bye","2","0","0","0","0","0","1","28","1.8"
"Wayne Gallman Jr.","RB","NYG","1","-","3","0","2","0","5","1","2","2","bye","5","0","4","0","2","0","27","1.8"
"Dez Bryant","WR","BAL","-","-","-","-","-","-","bye","-","0","-","5","2","-","-","3","1","0","11","1.8"
"Ryan Izzo","TE","NE","2","2","1","3","bye","3","1","3","0","1","3","0","1","-","-","-","-","20","1.7"
"Latavius Murray","RB","NO","1","2","1","2","2","bye","1","3","2","0","2","1","2","1","3","3","-","26","1.7"
"DeeJay Dallas","RB","SEA","-","-","0","2","0","bye","3","5","2","3","2","0","3","0","0","-","-","20","1.7"
"Donovan Peoples-Jones","WR","CLE","-","-","-","0","0","1","3","0","bye","2","0","0","3","5","3","-","3","20","1.7"
"Troymaine Pope","RB","LAC","-","-","-","-","0","bye","0","7","-","0","2","1","-","-","-","-","-","10","1.7"
"Lil'Jordan Humphrey","WR","NO","-","-","-","-","-","bye","-","-","-","-","-","-","-","-","4","0","1","5","1.7"
"Darrel Williams","RB","KC","2","1","2","1","5","1","0","1","1","bye","3","0","2","0","0","6","1","26","1.6"
"J.K. Dobbins","RB","BAL","0","1","4","2","3","4","bye","2","2","2","2","-","0","0","1","1","0","24","1.6"
"Devin Duvernay","WR","BAL","1","1","3","2","2","3","bye","3","0","3","2","3","1","0","0","1","1","26","1.6"
"Kerryon Johnson","RB","DET","0","1","1","1","bye","2","0","2","3","0","5","4","3","1","0","2","1","26","1.6"
"Cordarrelle Patterson","RB","CHI","1","2","0","2","3","1","4","2","4","2","bye","0","2","1","1","0","0","25","1.6"
"Joshua Kelley","RB","LAC","0","2","2","3","1","bye","5","1","5","0","2","0","2","-","0","-","0","23","1.6"
"Darrell Henderson Jr.","RB","LAR","0","3","3","1","4","0","2","2","bye","1","3","1","3","0","1","0","-","24","1.6"
"Tyler Kroft","TE","BUF","0","0","5","3","0","2","4","1","1","-","bye","-","-","-","-","0","-","16","1.6"
"Mack Hollins","WR","MIA","0","0","0","0","0","0","bye","0","1","1","2","3","1","9","3","4","1","25","1.6"
"Tyler Conklin","TE","MIN","0","0","0","0","0","0","bye","0","0","2","0","2","1","5","4","6","6","26","1.6"
"Ty Johnson","RB","NYJ","0","1","-","-","-","1","0","1","0","bye","6","2","2","0","6","0","2","21","1.6"
"Rodney Smith","RB","CAR","-","-","-","-","-","-","-","-","-","1","0","1","bye","2","4","2","1","11","1.6"
"Josh Malone","WR","NYJ","0","6","0","0","-","-","-","-","-","bye","-","-","-","-","-","-","-","6","1.5"
"Nick Chubb","RB","CLE","1","1","1","0","-","-","-","-","bye","1","0","3","1","2","2","5","1","18","1.5"
"Mike Thomas","WR","CIN","3","4","2","1","1","3","3","0","bye","2","-","-","0","1","0","1","0","21","1.5"
"Ross Dwelley","TE","SF","0","1","4","0","0","0","0","4","3","2","bye","2","2","2","2","0","2","24","1.5"
"Noah Brown","WR","DAL","0","2","2","4","0","2","0","2","0","bye","1","1","4","0","6","0","0","24","1.5"
"La'Mical Perine","RB","NYJ","-","0","2","0","0","3","3","2","2","bye","1","-","-","-","-","2","-","15","1.5"
"Donald Parham Jr.","TE","LAC","-","-","-","1","1","bye","1","0","3","1","0","1","4","0","1","3","4","20","1.5"
"Robert Foster","WR","WAS","-","-","-","-","-","-","-","bye","-","-","0","-","-","2","2","2","-","6","1.5"
"Zack Moss","RB","BUF","4","0","-","-","-","0","3","1","2","2","bye","2","1","1","0","1","1","18","1.4"
"Jamal Agnew","WR","DET","1","1","2","2","bye","2","1","0","-","-","6","1","2","1","1","0","0","20","1.4"
"Byron Pringle","WR","KC","0","0","0","-","1","2","0","4","0","bye","4","-","-","-","0","0","6","17","1.4"
"Adam Shaheen","TE","MIA","0","2","0","1","1","3","bye","1","1","1","0","2","1","3","2","1","3","22","1.4"
"Jesse James","TE","DET","0","0","4","2","bye","2","0","1","1","3","2","1","3","0","1","1","1","22","1.4"
"Kaden Smith","TE","NYG","2","3","2","1","1","3","0","2","1","2","bye","-","1","1","1","0","1","21","1.4"
"Vance McDonald","TE","PIT","2","2","3","bye","1","0","2","0","1","-","-","0","0","2","0","1","6","20","1.4"
"Ray-Ray McCloud","WR","PIT","0","0","0","bye","3","1","2","1","2","2","4","1","3","0","1","0","2","22","1.4"
"Nick Vannett","TE","DEN","2","2","-","2","bye","1","3","0","1","0","2","1","2","4","1","0","0","21","1.4"
"Dare Ogunbowale","RB","JAC","-","0","0","0","0","0","0","bye","0","2","2","-","2","1","1","5","7","20","1.4"
"DeMichael Harris","WR","IND","-","-","-","-","-","3","bye","-","4","1","1","1","0","-","-","0","-","10","1.4"
"Juwan Johnson","TE","NO","-","-","-","-","-","bye","0","3","-","-","-","-","0","1","4","1","1","10","1.4"
"Malcolm Perry","WR","MIA","-","-","-","-","-","-","bye","1","1","2","5","1","-","2","0","0","1","13","1.4"
"Laquon Treadwell","WR","ATL","-","-","-","-","-","-","-","-","-","bye","-","-","0","1","1","2","3","7","1.4"
"Devontae Booker","RB","LV","3","1","0","0","1","bye","2","1","0","1","1","4","2","3","0","2","0","21","1.3"
"Bryan Edwards","WR","LV","1","2","3","-","-","bye","-","-","0","1","2","2","1","0","0","1","2","15","1.3"
"Frank Gore","RB","NYJ","0","2","1","2","0","4","0","0","2","bye","2","3","0","1","1","1","-","19","1.3"
"Freddie Swain","WR","SEA","1","1","1","3","2","bye","1","0","2","4","0","0","1","3","1","0","1","21","1.3"
"Jace Sternberger","TE","GB","1","1","3","0","bye","0","1","4","1","0","3","1","0","-","-","-","-","15","1.3"
"Zay Jones","WR","LV","0","1","3","7","1","bye","0","0","0","1","1","1","1","0","2","0","2","20","1.3"
"Phillip Lindsay","RB","DEN","1","-","-","-","bye","0","0","3","3","1","0","0","1","2","3","-","-","14","1.3"
"T.J. Yeldon","RB","BUF","-","-","0","1","3","-","-","-","-","-","bye","-","-","-","-","-","-","4","1.3"
"Steven Mitchell Jr.","WR","HOU","-","-","-","-","-","-","-","bye","-","-","-","0","0","5","0","2","1","8","1.3"
"Tavon Austin","WR","GB","-","-","-","-","bye","-","-","-","-","-","-","-","-","2","0","2","1","5","1.3"
"Brandon Powell","WR","ATL","0","0","4","0","1","0","2","0","1","bye","0","2","1","1","4","2","-","18","1.2"
"Alexander Mattison","RB","MIN","4","2","0","0","3","2","bye","0","0","0","0","0","-","-","1","-","3","15","1.2"
"Bisi Johnson","WR","MIN","4","3","0","1","1","0","bye","0","0","1","1","7","0","0","0","1","0","19","1.2"
"Ted Ginn Jr.","WR","CHI","1","-","3","2","0","0","-","-","-","-","bye","-","-","-","-","-","-","6","1.2"
"Bennie Fowler III","WR","NO","0","0","0","0","6","bye","-","-","-","-","-","-","-","-","-","-","-","6","1.2"
"Cam Akers","RB","LAR","1","0","-","-","0","0","-","1","bye","0","1","0","1","3","3","-","4","14","1.2"
"Antonio Gandy-Golden","WR","WAS","-","1","2","0","0","1","-","bye","-","-","-","-","-","-","-","3","-","7","1.2"
"Tyler Johnson","WR","TB","-","-","0","0","6","1","2","2","1","1","0","1","bye","0","1","1","1","17","1.2"
"Pharaoh Brown","TE","HOU","-","-","0","0","1","2","0","bye","1","2","3","0","0","-","1","1","5","16","1.2"
"Theo Riddick","RB","LV","-","-","-","0","-","bye","-","-","-","-","-","-","1","0","0","-","5","6","1.2"
"Geoff Swaim","TE","TEN","-","-","-","bye","0","3","1","-","-","0","1","3","1","3","-","0","0","12","1.2"
"Jason Witten","TE","LV","1","1","0","2","2","bye","1","2","1","0","1","0","1","0","0","5","0","17","1.1"
"Alec Ingold","RB","LV","0","2","1","2","4","bye","1","0","1","0","3","0","1","1","1","0","0","17","1.1"
"Christian Blake","WR","ATL","0","0","0","5","0","2","0","2","3","bye","4","1","0","0","1","0","0","18","1.1"
"Travis Homer","RB","SEA","2","0","1","1","0","bye","0","0","3","3","-","-","-","-","-","-","-","10","1.1"
"Adrian Peterson","RB","DET","3","0","1","2","bye","1","1","1","5","1","1","0","1","1","0","0","0","18","1.1"
"Alex Erickson","WR","CIN","0","0","0","1","0","1","0","0","bye","0","1","0","3","1","1","6","3","17","1.1"
"Maxx Williams","TE","ARI","2","-","-","-","-","-","-","bye","1","0","2","2","0","2","1","-","0","10","1.1"
"Jordan Wilkins","RB","IND","0","0","1","1","0","1","bye","1","2","1","1","4","2","2","0","0","-","16","1.1"
"Marcedes Lewis","TE","GB","0","1","2","-","bye","2","3","0","1","0","1","4","1","1","0","0","1","17","1.1"
"Adam Trautman","TE","NO","0","1","2","0","-","bye","1","0","3","0","1","1","3","1","0","2","1","16","1.1"
"C.J. Board","WR","NYG","2","3","2","1","0","3","-","-","1","0","bye","1","1","0","0","2","0","16","1.1"
"Jeremy McNichols","RB","TEN","1","0","1","bye","1","3","0","1","0","1","1","1","4","1","1","1","0","17","1.1"
"Cameron Batson","WR","TEN","-","2","0","bye","-","1","-","-","1","2","2","0","3","0","1","1","0","13","1.1"
"Equanimeous St. Brown","WR","GB","-","-","-","-","bye","2","0","3","0","0","1","2","2","1","0","1","1","13","1.1"
"Devine Ozigbo","RB","JAC","-","-","-","-","-","-","0","bye","-","-","3","0","0","4","1","1","0","9","1.1"
"Josh Adams","RB","NYJ","2","0","-","-","-","-","-","-","-","bye","-","0","0","2","0","0","4","8","1.0"
"Sony Michel","RB","NE","0","1","2","-","bye","-","-","-","-","-","-","0","1","1","1","0","3","9","1.0"
"Josiah Deguara","TE","GB","2","-","-","0","bye","-","-","-","-","-","-","-","-","-","-","-","-","2","1.0"
"Virgil Green","TE","LAC","2","0","1","0","1","bye","2","-","-","-","-","-","-","-","-","-","-","6","1.0"
"Ty Montgomery","RB","NO","0","3","-","-","-","bye","-","-","-","0","0","-","-","-","-","1","2","6","1.0"
"Justin Watson","WR","TB","2","3","-","6","-","0","0","0","-","0","0","0","bye","0","-","-","0","11","1.0"
"Jaydon Mickens","WR","TB","0","0","0","0","2","0","0","8","0","-","-","-","bye","-","-","-","0","10","1.0"
"Blake Jarwin","TE","DAL","1","-","-","-","-","-","-","-","-","bye","-","-","-","-","-","-","-","1","1.0"
"Kahale Warring","TE","HOU","0","-","-","-","-","-","-","bye","-","-","-","1","1","0","2","3","0","7","1.0"
"J.J. Arcega-Whiteside","WR","PHI","0","2","0","-","1","1","1","0","bye","-","-","-","-","-","-","-","3","8","1.0"
"Jaylen Samuels","RB","PIT","1","2","0","bye","0","0","0","2","0","0","-","-","4","4","1","0","0","14","1.0"
"Kalif Raymond","WR","TEN","2","0","3","bye","2","4","0","1","0","0","0","1","0","1","-","1","0","15","1.0"
"Cyril Grayson Jr.","WR","TB","-","1","-","-","0","2","-","-","-","-","-","-","bye","-","-","-","-","3","1.0"
"Ke'Shawn Vaughn","RB","TB","-","0","-","3","3","1","0","0","-","-","-","-","bye","0","1","2","0","10","1.0"
"JaMycal Hasty","RB","SF","-","-","1","0","0","1","1","1","2","2","bye","-","-","-","-","-","-","8","1.0"
"Reggie Bonnafon","RB","CAR","-","-","0","2","-","-","-","-","-","-","-","-","bye","-","-","-","-","2","1.0"
"Darrius Shepherd","WR","GB","-","-","1","3","bye","1","1","1","1","-","0","0","-","-","-","-","-","8","1.0"
"Adrian Killins Jr.","RB","PHI","-","-","-","1","-","-","-","-","bye","-","-","-","-","-","-","-","-","1","1.0"
"Austin Mack","WR","NYG","-","-","-","-","-","1","0","0","5","1","bye","0","0","0","0","3","1","11","1.0"
"River Cracraft","WR","SF","-","-","-","-","-","-","-","0","5","0","bye","0","0","0","2","0","2","9","1.0"
"Jaleel Scott","WR","NYJ","-","-","-","-","-","-","-","-","-","bye","-","-","-","1","-","-","-","1","1.0"
"Kevin Rader","TE","PIT","-","-","-","bye","-","-","-","-","-","-","-","-","-","-","-","-","1","1","1.0"
"Antonio Williams","RB","BUF","-","-","-","-","-","-","-","-","-","-","bye","-","-","-","-","-","1","1","1.0"
"Seth Roberts","WR","CAR","2","0","3","1","0","0","0","-","-","-","-","-","bye","-","-","-","-","6","0.9"
"Keith Smith","RB","ATL","0","2","1","1","0","1","0","1","0","bye","1","1","0","2","3","2","0","15","0.9"
"Demetrius Harris","TE","CHI","1","1","3","2","1","3","3","0","0","0","bye","0","0","0","0","-","0","14","0.9"
"Javon Wims","WR","CHI","2","2","1","0","0","0","2","1","-","-","bye","-","1","0","1","0","2","12","0.9"
"Dante Pettis","WR","NYG","1","0","0","0","-","-","-","0","-","-","bye","-","-","-","-","3","2","6","0.9"
"Darrell Daniels","TE","ARI","0","1","2","0","2","1","1","bye","1","0","-","-","-","-","1","2","0","11","0.9"
"Devin Asiasi","TE","NE","0","0","0","-","bye","0","-","-","-","-","-","-","-","1","1","2","3","7","0.9"
"C.J. Ham","RB","MIN","0","0","2","1","2","0","bye","0","0","1","1","0","1","3","0","-","3","14","0.9"
"Blake Bell","TE","DAL","0","3","1","2","1","1","0","0","2","bye","1","0","1","1","1","1","0","15","0.9"
"Benny Snell Jr.","RB","PIT","1","1","0","bye","0","1","0","0","0","0","0","4","3","0","4","0","0","14","0.9"
"Tyrie Cleveland","WR","DEN","1","-","0","0","bye","0","1","0","1","-","-","0","1","-","-","-","5","9","0.9"
"Anthony McFarland Jr.","RB","PIT","-","-","2","bye","0","1","1","0","2","-","0","1","1","-","1","-","1","10","0.9"
"Ryan Griffin","TE","NYJ","0","0","2","3","0","3","0","0","2","bye","0","0","2","0","0","-","0","12","0.8"
"Matt Breida","RB","MIA","0","2","0","3","1","2","bye","0","-","-","0","2","-","-","0","0","0","10","0.8"
"Patrick Laird","RB","MIA","2","0","0","0","0","1","bye","0","1","0","2","0","3","1","2","0","0","12","0.8"
"Gus Edwards","RB","BAL","0","0","0","0","3","0","bye","1","2","1","0","0","0","1","2","2","1","13","0.8"
"Patrick Ricard","RB","BAL","1","1","0","0","2","1","bye","0","0","1","1","-","2","0","3","0","0","12","0.8"
"Tajae Sharpe","WR","MIN","1","0","-","-","-","-","bye","-","-","-","-","1","-","1","-","-","-","3","0.8"
"Samaje Perine","RB","CIN","0","0","0","0","0","0","1","1","bye","1","2","1","0","2","0","4","0","12","0.8"
"Taysom Hill","TE","NO","1","0","1","1","2","bye","1","2","1","0","0","0","0","0","2","1","1","13","0.8"
"Darwin Thompson","RB","KC","0","1","2","-","0","0","-","1","0","bye","0","0","0","0","-","0","7","11","0.8"
"Jake Butt","TE","DEN","2","0","1","1","bye","0","-","-","-","-","-","-","-","-","-","-","-","4","0.8"
"Royce Freeman","RB","DEN","1","0","2","2","bye","1","2","0","0","2","0","0","0","0","0","2","1","13","0.8"
"Deon Yelder","TE","KC","-","-","0","1","0","0","0","1","0","bye","0","1","0","0","1","1","6","11","0.8"
"Darrynton Evans","RB","TEN","-","-","0","bye","0","-","-","-","-","-","-","-","-","-","2","2","0","4","0.8"
"Dalton Keene","TE","NE","-","-","-","-","bye","-","1","-","-","-","-","-","0","0","2","0","2","5","0.8"
"Riley Ridley","WR","CHI","-","-","-","-","-","-","-","-","2","0","bye","2","-","0","0","-","-","4","0.8"
"Jonathan Williams","RB","DET","-","-","-","-","bye","-","-","-","0","0","0","4","0","-","-","-","-","4","0.8"
"Antonio Callaway","WR","MIA","-","-","-","-","-","-","bye","-","-","-","1","1","0","2","0","-","-","4","0.8"
"Luke Stocker","TE","ATL","1","0","1","0","1","0","1","0","1","bye","1","0","0","0","3","1","1","11","0.7"
"Mark Ingram II","RB","BAL","0","3","1","1","0","0","bye","-","-","2","0","-","1","0","-","-","0","8","0.7"
"Josh Hill","TE","NO","1","2","0","1","1","bye","1","1","2","0","-","0","0","1","0","0","-","10","0.7"
"Stephen Anderson","TE","LAC","0","0","0","0","0","bye","0","0","0","0","0","0","2","0","0","6","3","11","0.7"
"KJ Hill Jr.","WR","LAC","0","0","4","0","2","bye","-","0","0","0","0","0","1","1","3","0","0","11","0.7"
"MyCole Pruitt","TE","TEN","1","0","2","bye","-","-","0","1","0","-","-","-","2","0","2","0","0","8","0.7"
"Damien Harris","RB","NE","-","-","-","0","bye","1","1","0","0","0","2","0","1","2","-","-","-","7","0.7"
"Austin Carr","WR","NO","-","-","-","-","0","bye","1","1","-","-","-","0","-","-","-","1","1","4","0.7"
"Alex Collins","RB","SEA","-","-","-","-","-","bye","-","-","0","2","-","-","-","-","-","-","0","2","0.7"
"Nick Keizer","TE","KC","0","0","1","1","1","1","2","2","0","bye","1","0","1","0","0","0","0","10","0.6"
"Alex Armah Jr.","RB","CAR","0","1","0","0","0","1","1","0","0","2","1","0","bye","1","1","0","1","9","0.6"
"Tevin Coleman","RB","SF","2","2","-","-","-","-","-","0","-","-","bye","-","0","0","0","1","0","5","0.6"
"Ben Ellefson","TE","JAC","0","0","-","-","-","-","0","bye","0","0","3","1","-","-","-","-","-","4","0.6"
"Foster Moreau","TE","LV","0","1","2","1","0","bye","0","1","0","0","0","0","0","2","1","0","1","9","0.6"
"Jakob Johnson","RB","NE","0","1","1","0","bye","0","1","0","2","2","0","0","1","0","1","0","0","9","0.6"
"Ameer Abdullah","RB","MIN","0","0","0","0","0","1","bye","0","1","0","0","0","1","2","0","1","3","9","0.6"
"Ryan Nall","RB","CHI","0","1","0","0","0","0","-","1","4","2","bye","1","0","0","0","0","0","9","0.6"
"Nick Westbrook-Ikhine","WR","TEN","-","0","2","bye","1","0","0","0","0","1","1","0","-","1","0","1","1","8","0.6"
"Daurice Fountain","WR","IND","-","0","2","1","0","-","bye","-","0","-","-","-","-","-","-","-","-","3","0.6"
"Tanner Hudson","TE","TB","-","0","0","0","4","0","1","1","0","0","-","-","bye","-","0","1","-","7","0.6"
"Lee Smith","TE","BUF","-","-","1","-","-","0","-","0","-","0","bye","1","1","0","1","2","0","6","0.6"
"Tommylee Lewis","WR","NO","-","-","-","-","-","bye","-","1","-","-","-","-","1","0","1","-","0","3","0.6"
"Hunter Bryant","TE","DET","-","-","-","-","bye","-","-","-","-","-","-","-","0","0","2","0","1","3","0.6"
"Ashton Dulin","WR","IND","0","1","1","0","1","0","bye","1","-","-","-","0","1","0","0","0","1","6","0.5"
"Chris Manhertz","TE","CAR","1","1","0","1","0","2","0","1","0","0","1","1","bye","0","0","0","0","8","0.5"
"Pharoh Cooper","WR","CAR","0","0","0","0","1","0","0","0","0","0","0","0","bye","3","1","1","2","8","0.5"
"Cethan Carter","TE","CIN","0","0","1","1","0","1","-","1","bye","0","0","1","0","0","0","0","2","7","0.5"
"Trent Sherfield","WR","ARI","0","0","0","0","1","0","0","bye","0","0","0","-","0","0","0","0","6","7","0.5"
"Diontae Spencer","WR","DEN","0","0","1","0","bye","1","-","-","-","0","0","-","-","0","0","2","2","6","0.5"
"Cody Hollister","WR","TEN","0","-","-","bye","1","-","-","-","-","-","-","-","-","-","-","-","-","1","0.5"
"C.J. Prosise","RB","HOU","-","0","0","0","0","0","0","bye","-","1","2","1","-","1","-","-","-","5","0.5"
"Isaiah Zuber","WR","NE","-","-","0","0","bye","1","-","1","-","-","-","-","-","-","-","-","-","2","0.5"
"Dede Westbrook","WR","JAC","-","-","1","-","-","-","0","bye","-","-","-","-","-","-","-","-","-","1","0.5"
"Hakeem Butler","WR","PHI","-","-","-","-","-","0","1","-","bye","-","-","-","-","-","-","-","-","1","0.5"
"Ricky Seals-Jones","TE","KC","-","-","-","-","-","1","-","-","-","bye","-","-","-","-","-","0","-","1","0.5"
"Trayveon Williams","RB","CIN","-","-","-","-","-","-","0","0","bye","0","0","1","0","3","0","0","1","5","0.5"
"Eric Saubert","TE","JAC","-","-","-","-","-","-","0","bye","-","-","1","0","1","1","0","0","1","4","0.5"
"Gehrig Dieter","WR","KC","-","-","-","-","-","-","-","-","0","bye","0","-","-","-","-","0","2","2","0.5"
"Craig Reynolds","RB","JAC","-","-","-","-","-","-","-","bye","-","-","-","0","-","-","-","1","-","1","0.5"
"Peyton Barber","RB","WAS","0","0","0","1","0","1","0","bye","0","1","0","0","0","3","1","0","0","7","0.4"
"Jason Huntley","RB","PHI","0","-","-","-","-","0","1","0","bye","-","-","-","-","-","-","-","1","2","0.4"
"Corey Clement","RB","PHI","2","0","0","0","0","0","1","2","bye","0","-","0","0","0","0","0","1","6","0.4"
"Luke Willson","TE","BAL","0","0","-","0","0","-","bye","0","-","-","0","2","1","-","-","-","-","3","0.4"
"Andy Janovich","RB","CLE","0","1","1","0","0","0","0","1","bye","0","-","-","0","1","0","1","0","5","0.4"
"Malik Taylor","WR","GB","0","0","0","1","bye","1","2","1","0","0","0","0","1","-","0","0","0","6","0.4"
"Gabe Nabers","RB","LAC","0","0","0","1","0","bye","1","1","1","1","0","0","0","0","1","0","1","7","0.4"
"Levine Toilolo","TE","NYG","1","0","0","0","0","0","0","2","1","0","bye","0","0","0","1","0","1","6","0.4"
"Justice Hill","RB","BAL","-","-","-","0","-","0","bye","0","0","1","0","2","1","0","1","0","0","5","0.4"
"Gunner Olszewski","WR","NE","-","-","-","1","bye","0","0","0","1","0","0","0","1","0","0","0","2","5","0.4"
"Vyncint Smith","WR","NYJ","-","-","-","-","-","0","0","1","-","bye","0","0","-","-","-","0","2","3","0.4"
"Alfred Morris","RB","NYG","-","-","-","-","-","-","-","0","1","0","bye","0","1","0","0","1","1","4","0.4"
"Dominique Dafney","TE","GB","-","-","-","-","bye","-","-","-","-","-","-","-","0","0","0","1","1","2","0.4"
"Bruce Miller","TE","JAC","1","1","0","0","0","0","0","bye","-","-","-","-","-","-","-","0","-","2","0.3"
"Andre Roberts","WR","BUF","0","0","0","1","2","0","0","0","0","0","bye","0","0","0","0","2","-","5","0.3"
"J.J. Taylor","RB","NE","1","0","1","-","bye","-","-","-","-","-","-","-","-","-","0","0","0","2","0.3"
"D'Ernest Johnson","RB","CLE","0","0","0","0","1","1","0","1","bye","0","0","0","1","0","0","0","0","4","0.3"
"Brandon Zylstra","WR","CAR","0","0","0","0","0","0","1","0","1","0","0","0","bye","2","0","0","0","4","0.3"
"Jaeden Graham","TE","ATL","0","0","0","0","1","0","0","0","0","bye","0","2","1","1","0","0","0","5","0.3"
"Chandler Cox","RB","MIA","0","0","0","1","1","0","bye","-","0","-","-","-","0","-","-","-","-","2","0.3"
"Michael Burton","RB","NO","0","0","0","1","0","bye","0","0","1","0","0","0","0","0","1","1","-","4","0.3"
"Charlie Woerner","TE","SF","0","0","0","0","0","0","0","0","0","0","bye","0","2","1","-","-","1","4","0.3"
"Johnny Mundt","TE","LAR","0","0","0","1","0","0","3","0","bye","0","0","0","0","0","0","0","0","4","0.3"
"Khari Blasingame","RB","TEN","1","0","0","bye","-","1","0","1","0","1","0","1","0","0","0","0","0","5","0.3"
"Noah Togiai","TE","IND","-","0","1","-","-","0","bye","-","-","0","-","-","-","-","-","-","-","1","0.3"
"Jordan Thomas","TE","NE","-","0","0","1","bye","0","-","-","-","-","1","0","-","-","-","-","-","2","0.3"
"Tyler Davis","TE","JAC","-","-","0","0","0","2","-","bye","0","0","-","-","-","-","0","-","0","2","0.3"
"Jason Croom","TE","PHI","-","-","-","-","0","1","0","0","bye","-","-","-","-","-","-","-","-","1","0.3"
"Temarrick Hemingway","TE","WAS","-","-","-","-","1","0","1","bye","0","0","0","0","0","-","-","-","-","2","0.3"
"Isaac Nauta","TE","DET","-","-","-","-","bye","0","1","0","0","1","0","0","-","-","-","-","-","2","0.3"
"Taywan Taylor","WR","CLE","-","-","-","-","-","0","-","0","bye","-","-","1","-","-","-","-","-","1","0.3"
"Jeff Badet","WR","WAS","-","-","-","-","-","-","0","bye","0","1","-","-","-","-","-","-","-","1","0.3"
"Colby Parkinson","TE","SEA","-","-","-","-","-","bye","-","0","-","-","-","0","0","2","0","-","0","2","0.3"
"Austin Walter","RB","SF","-","-","-","-","-","-","-","-","0","1","bye","0","-","-","-","-","0","1","0.3"
"Brandon Dillon","TE","MIN","-","-","-","-","-","-","bye","-","-","0","-","1","0","-","-","-","-","1","0.3"
"Donte Moncrief","WR","NE","-","-","-","-","bye","-","-","-","-","-","2","0","0","0","-","0","0","2","0.3"
"Seth DeValve","TE","ARI","-","-","-","-","-","-","-","bye","-","-","-","-","0","0","-","1","0","1","0.3"
"Anthony Sherman","RB","KC","0","0","1","-","0","-","-","-","0","bye","0","0","0","1","0","0","0","2","0.2"
"DeAndre Carter","WR","CHI","2","0","0","0","0","0","0","-","0","0","bye","0","0","-","-","0","0","2","0.2"
"Trenton Cannon","RB","CAR","0","0","-","-","0","2","0","0","0","0","0","1","bye","0","0","0","0","3","0.2"
"James Proche II","WR","BAL","0","0","0","0","0","0","bye","1","0","0","1","1","0","0","0","-","-","3","0.2"
"AJ Dillon","RB","GB","0","0","0","0","bye","0","0","1","-","-","-","-","-","0","0","1","0","2","0.2"
"Taiwan Jones","RB","BUF","0","0","0","0","1","0","0","0","-","-","bye","0","0","0","0","1","-","2","0.2"
"Trevon Wesco","TE","NYJ","0","0","0","0","1","0","1","0","-","bye","-","-","-","0","0","0","0","2","0.2"
"Jeremy Sprinkle","TE","WAS","0","0","0","0","1","0","1","bye","0","0","0","0","0","1","0","0","0","3","0.2"
"Elijhaa Penny","RB","NYG","0","0","0","0","0","0","0","1","1","0","bye","0","0","0","1","-","-","3","0.2"
