"Player","Pos","Team","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","TTL","AVG"
"Kenjon Barner","RB","PHI","-","-","-","0","0","2","0","2","0","bye","1","1","1","0","0","0","1","8","0.6"
"C.J. Ham","RB","MIN","0","0","1","0","2","0","1","0","bye","0","0","0","1","1","1","0","1","8","0.5"
"Anthony Sherman","RB","KC","0","0","1","0","1","0","0","0","0","bye","1","1","0","0","0","0","4","8","0.5"
"Dwayne Washington","RB","DET","0","0","-","-","-","-","bye","1","0","1","-","-","-","-","-","-","-","2","0.4"
"Elijhaa Penny","RB","ARI","0","0","0","0","1","0","0","bye","0","0","0","0","0","1","1","2","1","6","0.4"
"Trevor Davis","WR","GB","0","1","0","0","0","0","0","bye","1","0","0","0","0","1","0","1","3","7","0.4"
"Ryan Switzer","WR","DAL","0","0","0","0","0","bye","1","1","0","0","0","0","0","0","0","0","5","7","0.4"
"Andy Janovich","RB","DEN","0","0","0","0","bye","1","2","1","0","0","0","0","0","0","0","2","0","6","0.4"
"Luke Stocker","TE","TEN","-","0","0","0","0","1","0","0","2","0","-","-","-","-","1","0","1","5","0.4"
"Josh Ferguson","RB","IND","-","-","-","-","-","-","0","0","0","0","bye","0","3","0","1","0","0","4","0.4"
"Brandon Bolden","RB","NE","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","4","4","0.3"
"Cody Core","WR","CIN","2","0","0","0","0","bye","2","-","0","0","0","0","0","0","0","-","-","4","0.3"
"Patrick Ricard","RB","BAL","0","0","0","0","0","0","0","1","0","bye","0","0","1","1","0","0","1","4","0.3"
"Taiwan Jones","RB","BUF","0","0","0","0","0","bye","2","0","0","-","-","-","-","-","-","-","-","2","0.3"
"Michael Burton","RB","CHI","0","0","1","0","0","1","0","0","bye","0","0","0","0","0","0","1","1","4","0.3"
"Andre Roberts","WR","ATL","0","1","1","0","bye","0","1","0","1","0","0","0","0","0","0","0","0","4","0.3"
"Danny Vitale","RB","CLE","0","0","0","0","0","1","1","0","bye","1","0","1","0","1","0","0","-","5","0.3"
"Chris Manhertz","TE","CAR","0","0","0","0","0","0","2","0","0","0","bye","0","1","1","0","0","0","4","0.3"
"Keith Smith","RB","DAL","0","0","0","0","2","bye","0","0","0","1","0","0","0","1","1","0","0","5","0.3"
"Blake Bell","TE","MIN","0","1","0","1","0","0","0","0","bye","0","0","0","0","2","-","-","-","4","0.3"
"Jeremy Sprinkle","TE","WAS","-","-","0","0","bye","-","-","-","1","0","1","0","0","0","0","1","0","3","0.3"
"Brian Hill","RB","CIN","-","-","-","0","-","bye","-","-","-","-","0","-","0","1","0","1","0","2","0.3"
"Antony Auclair","TE","TB","bye","-","-","-","0","-","-","-","-","-","0","0","1","0","1","0","0","2","0.3"
"Garrett Griffin","TE","NO","-","-","-","-","bye","-","-","-","-","-","-","-","0","-","0","-","1","1","0.3"
"Jamal Agnew","WR","DET","0","0","0","0","0","0","bye","1","0","0","0","-","-","-","1","0","0","2","0.2"
"Roosevelt Nix","RB","PIT","0","0","0","0","0","0","0","0","bye","0","0","0","1","1","0","0","1","3","0.2"
"Derek Watt","RB","LAC","0","0","0","0","0","0","0","0","bye","2","0","0","0","0","0","1","0","3","0.2"
"Matt LaCosse","TE","DEN","-","-","-","-","bye","1","0","-","0","-","-","-","-","-","-","0","0","1","0.2"
"Kalif Raymond","WR","NYG","0","0","-","-","-","-","-","bye","-","-","1","0","0","0","0","-","0","1","0.1"
"James Conner","RB","PIT","0","0","0","0","1","0","0","0","bye","0","0","0","0","0","0","-","-","1","0.1"
"Cethan Carter","TE","CIN","0","0","0","0","1","bye","0","0","0","0","0","0","0","0","0","0","0","1","0.1"
"Logan Paulsen","TE","SF","0","0","0","1","0","0","0","-","-","0","bye","0","0","0","1","0","0","2","0.1"
"Geoff Swaim","TE","DAL","0","0","0","0","0","bye","1","1","0","-","0","0","0","0","0","0","0","2","0.1"
"Senorise Perry","RB","MIA","bye","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0.1"
"Eric Saubert","TE","ATL","0","0","0","0","bye","0","0","0","0","0","0","0","0","-","0","-","0","0","0.0"
"Raheem Mostert","RB","SF","0","0","0","0","0","0","0","0","0","0","bye","0","-","-","-","-","-","0","0.0"
"Dwayne Harris","WR","NYG","0","0","0","0","0","-","-","bye","-","-","-","-","-","-","-","-","-","0","0.0"
"Trey Edmunds","RB","NO","0","0","0","0","bye","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0"
"James Winchester","TE","KC","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","0.0"
"Clark Harris","TE","CIN","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","0","0","0","0","0.0"
"Beau Brinkley","TE","TEN","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","0","0","0.0"
"Kyle Nelson","TE","SF","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","0.0"
"Sean Culkin","TE","LAC","0","-","-","-","-","-","-","-","bye","-","-","-","-","-","-","-","-","0","0.0"
"Evan Baylis","TE","HOU","-","0","-","-","-","-","bye","-","-","-","-","-","-","-","-","-","-","0","0.0"
"Victor Bolden Jr.","WR","SF","-","0","0","0","0","0","-","-","0","0","bye","-","0","0","-","-","-","0","0.0"
"Alex Armah Jr.","RB","CAR","-","-","0","0","0","0","0","-","0","0","bye","-","0","-","-","-","0","0","0.0"
"Justin Hardee","WR","NO","-","-","0","0","bye","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0"
"Krishawn Hogan","WR","IND","-","-","-","0","0","-","-","-","-","-","bye","-","-","-","-","-","-","0","0.0"
"Austin Carr","WR","NO","-","-","-","0","bye","-","-","-","-","-","-","-","-","-","-","-","-","0","0.0"
"Matthew Slater","WR","NE","-","-","-","-","0","0","0","0","bye","0","-","-","-","0","0","0","0","0","0.0"
"Marcus Kemp","WR","KC","-","-","-","-","-","0","-","-","-","bye","-","-","-","-","-","-","-","0","0.0"
"Taquan Mizzell","RB","CHI","-","-","-","-","-","-","0","0","bye","0","-","-","-","-","-","-","-","0","0.0"
"Johnny Mundt","TE","LAR","-","-","-","-","-","-","-","bye","-","0","0","-","-","-","-","-","-","0","0.0"
"Blake Jarwin","TE","DAL","-","-","-","-","-","bye","-","-","-","0","-","-","-","-","-","-","-","0","0.0"
"Ben Braunecker","TE","CHI","-","-","-","-","-","-","-","-","bye","0","0","0","0","0","0","0","0","0","0.0"
"Taysom Hill","TE","NO","-","-","-","-","bye","-","-","-","-","-","-","-","0","0","0","0","0","0","0.0"
"MyCole Pruitt","TE","HOU","-","-","-","-","-","-","bye","-","-","-","-","-","-","0","-","-","-","0","0.0"
"Jeremy McNichols","RB","SF","-","-","-","-","-","-","-","-","-","-","bye","-","-","-","0","0","-","0","0.0"
"Dare Ogunbowale","RB","WAS","-","-","-","-","bye","-","-","-","-","-","-","-","-","-","-","0","0","0","0.0"
"Pharaoh Brown","TE","OAK","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0.0"
"David Moore","WR","SEA","-","-","-","-","-","bye","-","-","-","-","-","-","-","-","-","-","0","0","0.0"
"Tyrone Swoopes","TE","SEA","-","-","-","-","-","bye","-","-","-","-","-","-","-","-","-","-","0","0","0.0"
""
""
